OrgID,Charity Name,Address ,City,State,Zip,Website URL,Category,Cause,Total Expenses,Total Net Assets
6566,Idaho Foodbank,3630 E. Commercial Court ,Meridian,ID,83642,http://www.idahofoodbank.org/,Human Services,"Food Banks, Food Pantries, and Food Distribution",38333391,15582182
13310,Idaho Humane Society,1300 South Bird Street ,Boise,ID,83709,https://www.idahohumanesociety.org/,Animals,"Animal Rights, Welfare, and Services",5976052,19580240
13103,Idaho Youth Ranch,5465 West Irving Street ,Boise,ID,83706,http://www.youthranch.org/,Human Services,"Youth Development, Shelter, and Crisis Services",23179686,28368193
12387,IDEAS,7852 South Elati Street Suite 202,Littleton,CO,80120,http://www.ideasworld.org/,International,Development and Relief Services,3332259,1046957
10121,Iditarod Trail Committee,2100 South Knik Goose Bay Road ,Wasilla,AK,99654,http://www.iditarod.com,Environment,Environmental Protection and Conservation,4396281,-116986
6454,Idyllwild Arts Foundation,52500 Temecula Road ,Idyllwild,CA,92549,http://www.idyllwildarts.org/,Education,Youth Education Programs and Services,27424244,26869934
10596,Ignite,180 N Michigan Ave Suite 1900,Chicago,IL,60601,https://www.ignitepromise.org/,Human Services,Children's and Family Services,3005476,2018117
5139,IHCF African Christian Hospitals,102 North Locust Street ,Searcy,AR,72143,http://www.ihcf.net,International,Development and Relief Services,873376,1891441
15750,Illinois Holocaust Museum & Education Center,9603 Woods Drive ,Skokie,IL,60077,https://www.ilholocaustmuseum.org/,"Arts, Culture, Humanities",Museums,8804824,57360184
15231,Illinois Network of Charter Schools,150 North Michigan Avenue Suite 430,Chicago,IL,60601,http://www.incschools.org/,Education,Education Policy and Reform,2505543,6348492
13185,Illinois Policy Institute,190 South LaSalle Street Suite 1500,Chicago,IL,60603,http://www.illinoispolicy.org,Research and Public Policy,Social and Public Policy Research,5871517,2537734
15190,Illinois Valley Public Telecommunications Corporation,101 State Street ,Peoria,IL,61602,http://www.wtvp.org/,"Arts, Culture, Humanities",Public Broadcasting and Media,3248558,5893257
3877,IMA World Health,"1730 M Street, NW Suite 1100",Washington,DC,20036,http://imaworldhealth.org,International,Development and Relief Services,91679691,8061384
15203,Imagine America Foundation,12001 Sunrise Valley Drive Suite 203,Reston,VA,20191,http://www.imagine-america.org/,Education,Scholarship and Financial Support,558338,1125593
9787,Imagine Children's Museum,1502 Wall Street ,Everett,WA,98201,http://www.imaginecm.org/,"Arts, Culture, Humanities",Museums,2746908,19910529
13084,iMentor,199 Water Street 8th Floor,New York,NY,10038,http://www.imentor.org/,Education,Youth Education Programs and Services,20918267,36812749
18413,Imerman Angels,205 West Randolph Street 19th Floor,Chicago,IL,60606,https://imermanangels.org/,Health,Patient and Family Support,1705911,786234
11452,Immaculate Heart Community,5515 Franklin Avenue ,Los Angeles,CA,90028,http://www.immaculateheartcommunity.org,Religion,Religious Activities,8447914,29489307
15772,Immigrant Law Center of Minnesota,450 North Syndicate Street Suite 200,Saint Paul,MN,55104,https://www.ilcm.org/,Human and Civil Rights,Advocacy and Education,2601434,1590251
18441,Immigrant Legal Advocacy Project,489 Congress Street Third Floor,Portland,ME,4112,http://www.ilapmaine.org,Human and Civil Rights,Advocacy and Education,1134486,1222775
17145,Immigrant Legal Resource Center,1663 Mission Street Suite 602,San Francisco,CA,94103,https://www.ilrc.org/,Human and Civil Rights,Advocacy and Education,17556139,26509420
18429,Immigration Counseling Service,519 Southwest Park Avenue Suite 610,Portland,OR,97205,http://www.ics-law.org,Human and Civil Rights,Advocacy and Education,1229456,353113
8864,Immune Deficiency Foundation,110 West Road Suite 300,Towson,MD,21204,http://www.primaryimmune.org,Health,"Diseases, Disorders, and Disciplines",6409783,8675670
10313,Immunization Action Coalition,2550 University Avenue West Suite 415 North,Saint Paul,MN,55114,http://www.immunize.org,Health,Treatment and Prevention Services,2282680,4282643
15177,Impact America,601 Beacon Parkway West Suite 102,Birmingham,AL,35209,https://impactamerica.com/,Human Services,Social Services,3303259,1372760
3857,IMPACT WITH HOPE,25182 West River Road ,Perrysburg,OH,43551,http://www.impactwithhope.org,International,Humanitarian Relief Supplies,9211053,1037520
3736,ImpactIsrael,4340 East-West Highway Suite 202,Bethesda,MD,20814,http://www.yeminorde.org,Human Services,"Youth Development, Shelter, and Crisis Services",9342488,23342143
16423,Imperial Valley Food Pantry,329 Applestill Road ,El Centro,CA,92243,http://www.ivfoodbank.com/,Human Services,"Food Banks, Food Pantries, and Food Distribution",4497600,3663964
16403,Impression 5 Science Center,200 Museum Drive ,Lansing,MI,48933,https://www.impression5.org/,"Arts, Culture, Humanities",Museums,1718914,3240021
5632,In Defense of Animals,3010 Kerner Boulevard ,San Rafael,CA,94901,http://www.idausa.org,Animals,"Animal Rights, Welfare, and Services",3352371,5505252
13682,In Touch Foundation,3836 Deklab Technology Parkway ,Atlanta,GA,30340,https://www.intouch.org/get-involved/foundation,Religion,Religious Media and Broadcasting,4270339,22449812
3859,In Touch Ministries,P.O. Box 7900 ,Atlanta,GA,30357,http://www.intouch.org,Religion,Religious Media and Broadcasting,90101807,101900595
7439,In Touch Mission International,P.O. Box 7575 ,Tempe,AZ,85281,http://www.intouchmission.org/,Religion,Religious Activities,1395089,1085512
12427,INCLUDEnyc,116 East 16th Street 5th Floor,New York,NY,10003,http://www.includenyc.org,Human Services,Children's and Family Services,3132963,2115269
12145,Independence Institute,727 East 16th Avenue ,Denver,CO,80203,http://www.i2i.org/,Research and Public Policy,Social and Public Policy Research,3518479,3743258
17171,Independence Seaport Museum,211 South Columbus Boulevard ,Philadelphia,PA,19106,http://phillyseaport.org/,"Arts, Culture, Humanities",Museums,5999363,27907185
6107,Independent Catholic Foundation for the Diocese of Altoona-Johnstown,3618 Fifth Avenue Suite One,Altoona,PA,16602,http://independentcatholicfoundation.org/,Religion,Religious Activities,1604653,31995255
10228,Independent Media Institute,18 West 21st Street Suite 901,New York,NY,10010,https://independentmediainstitute.org/,"Arts, Culture, Humanities",Public Broadcasting and Media,1563643,624207
16492,India Community Center,525 Los Coches Street ,Milpitas,CA,95035,http://indiacc.org/,Human Services,Social Services,4834209,4868483
5441,"India Development and Relief Fund, Inc. (IDRF)",5821 Mossrock Drive ,North Bethesda,MD,20852,http://www.idrf.org,International,Development and Relief Services,1864933,2121396
10485,"India Gospel League, North America",PO Box 356 ,Hudson,OH,44236,http://iglworld.org,Religion,Religious Activities,3488273,539437
9466,India Gospel Outreach,P. O. Box 550 ,Rancho Cucamonga,CA,91729,http://indiago.org/,Religion,Religious Activities,1414010,5583756
11756,India National Inland Mission,P.O. Box 2603 ,Forest,VA,24551,https://inlandmission.org/,Religion,Religious Activities,1442255,229811
18706,India Partners,P.O. Box 5470 ,Eugene,OR,97405,https://indiapartners.org/,International,Development and Relief Services,1747365,941430
13000,Indian Law Resource Center,602 North Ewing Street ,Helena,MT,59601,http://www.indianlaw.org/,Human and Civil Rights,Advocacy and Education,1009541,1889648
11561,Indian Muslim Relief and Charities,849 Independence Avenue Suite A,Mountain View,CA,94043,https://www.imrcusa.org/,International,Development and Relief Services,6086387,23244594
12334,Indian River Habitat for Humanity,4568 North U.S. Highway 1 ,Vero Beach,FL,32967,http://www.irchabitat.org,Community Development,Housing and Neighborhood Development,5385836,11988878
10415,Indiana Black Expo,601 North Shortridge Road ,Indianapolis,IN,46219,http://www.indianablackexpo.com,Community Development,Housing and Neighborhood Development,3800882,2627524
8214,Indiana Historical Society,450 West Ohio Street ,Indianapolis,IN,46202,http://www.indianahistory.org,"Arts, Culture, Humanities","Libraries, Historical Societies and Landmark Preservation",11585079,121029488
6930,Indiana Repertory Theatre,140 West Washington Street ,Indianapolis,IN,46204,http://www.irtlive.com/,"Arts, Culture, Humanities",Performing Arts,7663857,27754595
13798,Indianapolis Opera Company,4011 N Pennsylvania Street ,Indianapolis,IN,46205,http://www.indyopera.org/,"Arts, Culture, Humanities",Performing Arts,877922,123480
3863,Indianapolis Symphony Orchestra,32 East Washington Street Suite 600,Indianapolis,IN,46204,http://www.indianapolissymphony.org/,"Arts, Culture, Humanities",Performing Arts,27076095,-5674095
13801,Indianapolis Urban League,777 Indiana Avenue ,Indianapolis,IN,46202,https://www.indplsul.org/,Human and Civil Rights,Advocacy and Education,2226625,4281165
3865,Indianapolis Zoo,1200 West Washington Street ,Indianapolis,IN,46222,http://www.indianapoliszoo.com/SitePages/Home.aspx,Animals,Zoos and Aquariums,34733592,145316860
6136,IndyHumane,7929 North Michigan Road ,Indianapolis,IN,46268,http://www.indyhumane.org,Animals,"Animal Rights, Welfare, and Services",7695792,5185469
5920,InFaith Community Foundation,600 Portland Avenue South Suite 5100,Minneapolis,MN,55415,http://www.InFaithFound.org,Community Development,Community Foundations,32189286,325352252
8888,Infant Crisis Services,4224 North Lincoln Boulevard ,Oklahoma City,OK,73105,http://www.infantcrisis.org,Human Services,Children's and Family Services,3697015,11229481
6936,Infant Welfare Society of Chicago,3600 West Fullerton Avenue ,Chicago,IL,60647,http://www.infantwelfaresociety.org,Health,Treatment and Prevention Services,8887157,16006832
15000,Initiative for A Competitive Inner City,56 Warren Street Suite 300,Roxbury,MA,2119,http://www.icic.org/,Community Development,Housing and Neighborhood Development,5824778,6391184
14840,Initiative for Global Development,1750 K Street NW Suite 1100,Washington,DC,20006,http://www.igdleaders.org/,International,Development and Relief Services,1036574,506710
6960,Initiative Foundation,"405 First Street, SE ",Little Falls,MN,56345,http://www.ifound.org,Community Development,Housing and Neighborhood Development,5924226,64233202
18039,Inland Empire United Way,9644 Hermosa Avenue ,Rancho Cucamonga,CA,91730,http://www.ieuw.org,Community Development,United Ways,6264889,5866219
5438,INMED Partnerships for Children,21630 Ridgetop Circle Suite 130,Sterling,VA,20166,https://www.inmed.org,International,Development and Relief Services,22524724,2522828
9161,Inner City Christian Federation,"920 Cherry Street, SE ",Grand Rapids,MI,49506,http://www.iccf.org,Community Development,Housing and Neighborhood Development,8354245,28116739
13434,Inner City Health Center,3800 York Street ,Denver,CO,80205,http://www.innercityhealth.com,Health,Treatment and Prevention Services,4143007,6610130
16583,Inner City Law Center,1309 East Seventh Street ,Los Angeles,CA,90021,http://www.innercitylaw.org/,Human and Civil Rights,Advocacy and Education,8842655,6765068
11518,Inner-City Arts,720 Kohler Street ,Los Angeles,CA,90021,http://www.inner-cityarts.org,Education,Youth Education Programs and Services,5473883,16149505
16442,Inner-City Muslim Action Network,2744 West 63rd Street ,Chicago,IL,60629,https://www.imancentral.org/,Human Services,Social Services,7280143,4175338
10180,Inner-City Scholarship Fund,1011 First Avenue Suite 1800,New York,NY,10022,http://www.innercityscholarshipfund.org,Education,Scholarship and Financial Support,16719739,55320013
10245,INSIGHT,43 Jefferson Boulevard ,Warwick,RI,2888,http://www.in-sight.org/,Human Services,Social Services,869715,9513306
3866,Insight for Living,P.O. Box 5000 ,Frisco,TX,75034,http://www.insight.org,Religion,Religious Media and Broadcasting,18872721,4495713
8595,Inspiration Corporation,4554 North Broadway Suite 207,Chicago,IL,60640,http://www.inspirationcorp.org/,Human Services,Homeless Services,3992060,1938041
9896,Inspire Brands Foundation,3 Glenlake Parkway 14th Floor ,Atlanta,GA,30328,https://inspirebrands.com/about-us/,Human Services,Children's and Family Services,8741001,6669504
13519,Inspire Women,1415 South Voss Suite 110-516,Houston,TX,77057,http://inspirewomen.org/,Education,Scholarship and Financial Support,1041184,13843200
8304,Institute for Agriculture and Trade Policy,2105 First Avenue South ,Minneapolis,MN,55404,http://www.iatp.org,Research and Public Policy,Social and Public Policy Research,1914356,2482984
10754,Institute for American Values,420 Lexington Avenue Room 300,New York,NY,10170,http://www.braverangels.org/,Research and Public Policy,Social and Public Policy Research,873013,16635
8902,Institute for America's Future,"1825 K Street, NW Suite 400",Washington,DC,20006,http://www.ourfuture.org/institute/,Research and Public Policy,Social and Public Policy Research,2046298,914280
7485,Institute for Creation Research,1806 Royal Lane ,Dallas,TX,75229,http://www.icr.org/homepage/,Religion,Religious Activities,7279197,27821829
7935,Institute for Educational Advancement,569 South Marengo Avenue ,Pasadena,CA,91101,http://www.educationaladvancement.org,Education,Scholarship and Financial Support,2143446,8373131
12699,Institute for Energy Research,1155 15th Street NW Suite 900,Washington,DC,20005,https://instituteforenergyresearch.org/,Research and Public Policy,Social and Public Policy Research,1629291,2028175
5380,Institute for Foreign Policy Analysis,675 Massachusetts Avenue 10th Floor,Cambridge,MA,2139,http://www.ifpa.org,International,"International Peace, Security, and Affairs",599655,305505
13397,Institute for Free Speech,1150 Connecticut Ave. NW Suite 801,Washington,DC,20036,http://www.ifs.org,Human and Civil Rights,Advocacy and Education,2106292,3780149
9416,Institute for Global Engagement,P.O. Box 12205 ,Arlington,VA,22219,http://www.globalengage.org/,International,"International Peace, Security, and Affairs",1200820,132211
7916,Institute for Humane Studies,3434 Washingtin Boulevard 1st Floor,Arlington,VA,22201,http://www.theihs.org/,Education,Youth Education Programs and Services,18124605,8790357
15755,Institute for Jewish Spirituality,121 West 27th Street ,New York,NY,10001,http://www.jewishspirituality.org/,Religion,Religious Activities,2188037,534199
5454,Institute for Justice,901 North Glebe Road Suite 900,Arlington,VA,22203,http://www.ij.org,Human and Civil Rights,Advocacy and Education,23864236,88571416
16407,Institute for Local Self-Reliance,1710 Connecticut Avenue NW 4th Floor,Washington,DC,20009,https://ilsr.org/,Research and Public Policy,Social and Public Policy Research,1487852,1823124
14467,Institute for Middle East Understanding,2913 El Camino Real #436 ,Tustin,CA,92782,http://imeu.org/,International,"International Peace, Security, and Affairs",1780256,1580134
7731,Institute for Policy Studies,1301 Connecticut Avenue NW Suite 600,Washington,DC,20036,http://www.ips-dc.org/,Research and Public Policy,Social and Public Policy Research,4417403,6527823
14223,Institute for Quality Education,101 West Ohio Street Suite 700,Indianapolis,IN,46204,http://www.i4qed.org/,Education,Scholarship and Financial Support,10963636,11138664
13806,Institute for the Analysis of Global Security,7811 Montrose Road Suite 505,Potomac,MD,20854,http://www.iags.org/,International,"International Peace, Security, and Affairs",842656,692644
17507,Institute for the Study of War,1400 16th Street NW Suite 515,Washington,DC,20036,http://www.understandingwar.org/,Research and Public Policy,Social and Public Policy Research,2359948,1675644
8014,Institute for Transportation and Development Policy,9 East 19th Street 7th Floor,New York,NY,10003,http://www.itdp.org/,Environment,Environmental Protection and Conservation,8585575,3469513
10903,Institute for Women's Policy Research,1200 18th Street NW Suite 301,Washington,DC,20036,http://www.iwpr.org,Research and Public Policy,Social and Public Policy Research,2912917,1757269
16006,"Institute of Contemporary Art, Los Angeles",1717 East 7th Street ,Los Angeles,CA,90021,https://www.theicala.org/en,"Arts, Culture, Humanities",Museums,2414174,2349448
3875,Institute of International Education,"One World Trade Center, 36th Floor ",New York,NY,10007,http://www.iie.org/,International,"International Peace, Security, and Affairs",357090985,152921970
8237,Institute of Noetic Sciences,101 San Antonio Road ,Petaluma,CA,94952,http://www.noetic.org/,Research and Public Policy,Non-Medical Science & Technology Research,5698747,5662491
10604,Institute of Southern Jewish Life,4915 I-55 North Suite 100A,Jackson,MS,39206,http://isjl.org,Religion,Religious Activities,2632876,4235410
16477,Institute on Religion and Public Life,9 East 40th Street 10th Floor,New York,NY,10016,https://www.firstthings.com/,Research and Public Policy,Social and Public Policy Research,3273571,466898
7732,Institute on Taxation and Economic Policy,"1616 P Street, NW Suite 200",Washington,DC,20036,http://www.itepnet.org,Research and Public Policy,Social and Public Policy Research,2130137,2882742
13783,InterAct,1012 Oberlin Road ,Raleigh,NC,27605,http://interactofwake.org/,Human Services,Social Services,3416879,7141616
5777,InterAct Ministries,31000 Southeast Kelso Road ,Boring,OR,97009,http://www.interactministries.org,Religion,Religious Activities,2230913,1959934
9207,InterAction,"1400 Sixteenth Street, NW ",Washington,DC,20036,http://www.interaction.org,International,Development and Relief Services,7781109,2565869
6241,Inter-American Dialogue,1155 15th Street Northwest Suite 800,Washington,DC,20005,http://www.thedialogue.org,International,"International Peace, Security, and Affairs",4314166,6408727
5101,Intercollegiate Studies Institute,3901 Centerville Road ,Wilmington,DE,19807,http://www.isi.org,Education,Education Policy and Reform,7224920,17033845
14133,Interface Ministries,P.O. Box 450816 ,Atlanta,GA,31145,https://www.iface.org/,Religion,Religious Activities,1252435,892408
15848,Interfaith Assistance Ministry,310 Freeman Street ,Hendersonville,NC,28792,https://www.iamhendersoncounty.org/,Human Services,Social Services,1160086,3867147
10178,Interfaith Caring Ministries,151 Park Avenue ,League City,TX,77573,http://www.icmtx.org,Human Services,Social Services,1375497,826514
15348,Interfaith Community Housing of Delaware,613 North Washington Street ,Wilmington,DE,19801,http://ichde.org/,Community Development,Housing and Neighborhood Development,2011376,3036279
12094,Interfaith Community Services of Pima County,2820 West Ina Road ,Tucson,AZ,85741,http://www.icstucson.org,Human Services,Social Services,7174492,6395591
4238,"Interfaith Community Services, California",550 West Washington Avenue Suite B,Escondido,CA,92025,http://www.interfaithservices.org,Human Services,Social Services,13770641,25495198
15861,Inter-Faith Council for Social Service,110 West Main Street ,Carrboro,NC,27510,http://www.ifcweb.org/,Human Services,Social Services,2720407,10031102
15883,Interfaith Dental Clinic,1721 Patterson Street ,Nashville,TN,37203,http://interfaithdentalclinic.com/,Health,Treatment and Prevention Services,3620992,4870231
5683,Interfaith Education Fund,1106 Clayton Lane ,Austin,TX,78723,https://www.interfaitheducationfund.org/,Education,Education Policy and Reform,2156953,4789632
11298,Interfaith Emergency Services,435 Northwest Second Street ,Ocala,FL,34475,http://iesmarion.org/,Human Services,Social Services,4111967,3565313
7323,Interfaith Family Services,5600 Ross Avenue ,Dallas,TX,75206,http://www.interfaithdallas.org,Human Services,Homeless Services,2004427,7189012
11256,Interfaith Food Pantry,Two Executive Drive ,Morris Plains,NJ,7950,http://www.mcifp.org,Human Services,"Food Banks, Food Pantries, and Food Distribution",4263840,3255599
17783,Inter-Faith Food Shuttle,1001 Blair Drive Suite 120,Raleigh,NC,27603,https://www.foodshuttle.org/,Human Services,"Food Banks, Food Pantries, and Food Distribution",13051980,2873159
15480,InterFaith Health Clinic,315 Gill Avenue ,Knoxville,TN,37917,http://www.interfaithhealthclinic.org/,Health,Treatment and Prevention Services,3517029,1563268
3878,Interfaith Ministries for Greater Houston,3303 Main Street ,Houston,TX,77002,http://www.imgh.org,Human Services,Social Services,15459634,16914719
9041,Interfaith Outreach & Community Partners,1605 County Road 101 N. ,Plymouth,MN,55447,http://www.iocp.org/,Human Services,Social Services,8584300,9921415
13986,Interfaith Power & Light,672 13th Street Suite 100,Oakland,CA,94612,https://www.interfaithpowerandlight.org,Environment,Environmental Protection and Conservation,1502202,510478
13218,Interfaith Social Services,105 Adams Street ,Quincy,MA,2169,http://www.interfaithsocialservices.org/,Human Services,Social Services,2017532,1134402
14127,Interfaith Worker Justice,1020 West Bryn Mawr Avenue ,Chicago,IL,60660,http://www.iwj.org/,Human and Civil Rights,Advocacy and Education,1004951,969811
5403,Interfaith Works,114 West Montgomery Avenue ,Rockville,MD,20850,http://www.iworksmc.org/,Human Services,Rescue Missions,13193268,528000
14096,Interfaith Youth Core,141 West Jackson Boulevard Suite 3200,Chicago,IL,60604,http://www.ifyc.org/,Religion,Religious Activities,7243957,18051903
9840,Interlochen Center for the Arts,4000 Highway M-137 ,Interlochen,MI,49643,http://www.interlochen.org/,Education,Youth Education Programs and Services,58323079,170403509
3880,International AIDS Vaccine Initiative,125 Broad Street 9th Floor,New York,NY,10004,http://www.iavi.org,Health,Medical Research,83383050,37181724
18426,International Association for Human Values,2401 15th Street NW ,Washington,DC,20009,https://us.iahv.org/,Education,Youth Education Programs and Services,2178682,2461085
5517,International Board of Jewish Missions,5106 Genesis Lane ,Hixson,TN,37343,http://www.ibjm.org,Religion,Religious Activities,3345550,1955965
3883,International Campaign for Tibet,"1825 Jefferson Place, NW ",Washington,DC,20036,https://savetibet.org/,International,"International Peace, Security, and Affairs",3410435,4009149
4919,International Center for Journalists,2000 M Street Suite 250,Washington,DC,20036,http://www.icfj.org,International,"International Peace, Security, and Affairs",12740141,22911998
3884,International Center for Research on Women,1120 20th Street NW Suite 500 North,Washington,DC,20036,http://www.icrw.org,International,"International Peace, Security, and Affairs",11408438,7514457
6099,International Center of Photography,1114 Avenue of the Americas ,New York,NY,10036,http://www.icp.org/,"Arts, Culture, Humanities",Museums,17177282,31731798
6140,International Child Care,1100 North Main Street Ste 103D,Ann Arbor,MI,48104,http://us.internationalchildcare.org/,International,Development and Relief Services,338081,457182
9186,International Children's Care,2711 Northeast 134th Way ,Vancouver,WA,98686,http://www.forhiskids.org/,International,Development and Relief Services,3717455,2159698
7004,"International Children's Fund, Inc.",P.O. Box 583 619 Main Street,Neenah,WI,54957,http://www.icfaid.com/,International,Humanitarian Relief Supplies,58197350,603076
7690,International Christian Concern,"2020 Pennsylvania Avenue, NW. Box 941",Washington,DC,20006,http://www.persecution.org,Religion,Religious Activities,2452369,1633168
5614,International Christian Embassy Jerusalem - USA,P.O. Box 332974 ,Murfreesboro,TN,37133,https://us.icej.org/,Religion,Religious Activities,4664018,1103194
9636,International Christian Ministries,4404 Rock Lake Dr. ,Bakersfield,CA,93313,http://www.icmusa.org/,Religion,Religious Activities,1018227,339668
6505,International Community Foundation,2505 N Avenue ,National City,CA,91950,http://www.icfdn.org/,International,Development and Relief Services,13270048,20070281
13981,International Conservation Caucus Foundation,25786 Georgetown Station ,Washington,DC,20027,http://iccfoundation.us/,Environment,Environmental Protection and Conservation,2079760,-45897
9966,International Cooperating Ministries,1901 North Armistead Avenue ,Hampton,VA,23666,http://www.icm.org,Religion,Religious Activities,23206307,9000598
5317,International Crane Foundation,E11376 Shady Lane Road P.O. Box 447,Baraboo,WI,53913,http://www.savingcranes.org,Animals,Wildlife Conservation,7410795,44295877
10788,International Disaster Emergency Service,355 Park 32 West Drive ,Noblesville,IN,46062,http://www.ides.org/,International,Development and Relief Services,5475486,4963205
9217,International Exotic Animal Sanctuary,P.O. Box 637 ,Boyd,TX,76023,http://www.bigcat.org/,Animals,Wildlife Conservation,953774,652221
5396,International Eye Foundation,10801 Connecticut Avenue ,Kensington,MD,20895,http://www.iefusa.org,International,Humanitarian Relief Supplies,4279456,2007415
3889,International Fellowship of Christians and Jews,30 North LaSalle Street Suite 4300,Chicago,IL,60602,http://www.ifcj.org,International,"International Peace, Security, and Affairs",116658401,24623100
7568,International Festival of Arts & Ideas,195 Church Street 12th Floor,New Haven,CT,6510,http://www.artidea.org/,"Arts, Culture, Humanities",Performing Arts,2718760,1977375
13756,International Folk Art Alliance,620 Cerrillos Road ,Santa Fe,NM,87505,http://www.folkartalliance.org/,"Arts, Culture, Humanities",Performing Arts,3501552,3343365
14006,"International Friendships, Inc.",1520 Old Henderson Rd Suite 200,Columbus,OH,43220,https://www.ifipartners.org,Religion,Religious Activities,2303138,1722002
3892,International Fund for Animal Welfare,290 Summer Street ,Yarmouth Port,MA,2675,http://www.ifaw.org,Animals,"Animal Rights, Welfare, and Services",24415684,43253979
6084,International Game Fish Association,300 Gulf Stream Way ,Dania Beach,FL,33004,http://www.igfa.org/,Animals,Wildlife Conservation,3849401,23541776
4936,International House,500 Riverside Drive ,New York,NY,10027,http://www.ihouse-nyc.org,International,"International Peace, Security, and Affairs",17318423,99313424
9385,International Institute of Rural Reconstruction (IIRR),601 West 26th Street #325-1,New York,NY,10001,http://www.iirr.org/,International,Development and Relief Services,5925956,5748700
5496,International Justice Mission,P.O. Box 58147 ,Washington,DC,20037,http://www.ijm.org,International,"International Peace, Security, and Affairs",74187129,17919870
7849,International Labor Rights Forum,"1634 I Street NW, Suite 1000 ",Washington,DC,20006,http://www.laborrights.org/,International,"International Peace, Security, and Affairs",2065572,722296
12265,International Leadership Institute,524 Tanner Street ,Carrollton,GA,30117,http://www.ILITeam.org,Religion,Religious Activities,3038520,1470025
8158,International Medical Corps,12400 Wilshire Boulevard Suite 1500,Los Angeles,CA,90025,http://www.internationalmedicalcorps.org,International,Development and Relief Services,127615686,13651743
9515,International Messengers,110 Orchard Court P.O. Box 618,Clear Lake,IA,50428,http://www.internationalmessengers.org/,Religion,Religious Activities,4808487,3824384
10677,International Mountain Bicycling Association,4888 Pearl East Circle Suite 200E,Boulder,CO,80301,http://www.imba.com/,Human Services,Multipurpose Human Service Organizations,4868724,1085181
5931,International Myeloma Foundation,12650 Riverside Drive Suite 206,North Hollywood,CA,91607,http://www.myeloma.org,Health,"Diseases, Disorders, and Disciplines",19330926,8895190
5764,International Needs,5570 32nd Avenue ,Hudsonville,MI,49426,http://www.internationalneeds.us/,Religion,Religious Activities,2745036,1451759
13203,International OCD Foundation,18 Tremont Street Suite 308,Boston,MA,2108,http://iocdf.org/,Health,"Diseases, Disorders, and Disciplines",2402782,1757630
3894,International Orthodox Christian Charities,110 West Road Suite 360,Baltimore,MD,21204,http://www.iocc.org,International,Development and Relief Services,35928909,15162291
3895,International Peace Institute,777 United Nations Plaza 4th Floor,New York,NY,10017,https://www.ipinst.org/,International,"International Peace, Security, and Affairs",9589196,12212843
4942,International Planned Parenthood Federation/Western Hemisphere Region,125 Maiden Lane  9th Floor,New York,NY,10038,http://www.ippfwhr.org,Health,Treatment and Prevention Services,30814567,65793938
5382,International Primate Protection League,P.O. Box 766 ,Summerville,SC,29484,http://www.ippl.org,Animals,Wildlife Conservation,1131488,6258221
16367,International Psoriasis Council,1034 South Brentwood Boulevard Suite 600,St. Louis,MO,63117,http://www.psoriasiscouncil.org/,Health,"Diseases, Disorders, and Disciplines",1600524,1686311
5210,International Relief Teams,4560 Alvarado Canyon Road Suite 1H,San Diego,CA,92120,http://www.irteams.org/,International,Humanitarian Relief Supplies,44310871,4800970
3898,International Rescue Committee,122 East 42nd Street ,New York,NY,10168,http://www.rescue.org,International,Development and Relief Services,775058854,224275287
8097,International Rett Syndrome Foundation,4600 Devitt Drive ,Cincinnati,OH,45246,http://www.rettsyndrome.org/,Health,Medical Research,3606274,2041275
5699,International Rhino Foundation,201 Main Street Suite 2600,Fort Worth,TX,76102,http://www.rhinos.org,Animals,Wildlife Conservation,2806865,4490991
6440,International Rivers,1330 Broadway 3rd Floor,Oakland,CA,94612,http://www.internationalrivers.org/,Environment,Environmental Protection and Conservation,2371015,2405419
6924,International Samaritan,803 North Main Street ,Ann Arbor,MI,48104,http://intsam.org/,International,Development and Relief Services,2267183,23893372
16490,International Senior Lawyers Corporation,110 West 40th Street Suite 700,New York,NY,10018,http://www.islp.org/,Human and Civil Rights,Advocacy and Education,1571459,1186709
15690,International Society for Infectious Diseases,Nine Babcock Street Unit 3,Brookline,MA,2446,http://www.isid.org/,Health,Medical Research,3620485,2861145
8915,International Tennis Hall of Fame,194 Bellevue Avenue ,Newport,RI,2840,http://www.tennisfame.com,"Arts, Culture, Humanities",Museums,11668448,56831999
11268,International Waldenstrom's Macroglobulinemia Foundation,6144 Clark Center Avenue ,Sarasota,FL,34238,http://iwmf.com,Health,Medical Research,2838627,3330688
9226,International Wolf Center,1396 Highway 169 ,Ely,MN,55731,http://www.wolf.org,Animals,Wildlife Conservation,1904141,3068490
7733,International Women's Health Coalition,333 Seventh Avenue 6th Floor,New York,NY,10001,http://www.iwhc.org,International,"International Peace, Security, and Affairs",8326571,8203553
10898,International Women's Media Foundation,1625 K Street NW Suite 1275,Washington,DC,20006,http://iwmf.org/,Human and Civil Rights,Advocacy and Education,5060681,7562077
3902,International Youth Foundation,1 East Pratt Street Suite 701,Baltimore,MD,21202,http://www.iyfnet.org,International,Development and Relief Services,22761616,18872271
13431,Intersection for the Arts,901 Mission Street Suite 306,San Francisco,CA,94103,http://theintersection.org/,"Arts, Culture, Humanities",Performing Arts,4182837,2956298
3899,InterServe USA,P.O. Box 418 7000 Ludlow Street,Upper Darby,PA,19082,http://www.interserveusa.org,Religion,Religious Activities,6555219,10568093
