OrgID,charity_name,cause,category,address,City,state,zip,web_url,total_expenses,total_net_assets,class
10853,Alley Cat Rescue,"Animal Rights, Welfare, and Services",Animals,P.O. Box 585 ,Mt. Rainier,MD,20712,http://www.saveacat.org,"$2,070,349","$1,318,046",1
7881,Alley Theatre,Performing Arts,"Arts, Culture, Humanities",615 Texas Avenue ,Houston,TX,77002,http://www.alleytheatre.org/,"$20,642,852","$78,137,054",0
5495,Alliance Defending Freedom,Advocacy and Education,Human and Civil Rights,15100 North 90th Street ,Scottsdale,AZ,85260,http://www.adflegal.org/,"$54,685,295","$29,401,436",2
8961,Alliance for Aging Research,Social and Public Policy Research,Research and Public Policy,"1700 K Street, NW Suite 740",Washington,DC,20006,http://www.agingresearch.org/,"$2,907,645","$2,704,848",0
15541,Alliance for California Traditional Arts,Performing Arts,"Arts, Culture, Humanities",744 P Street Suite 307,Fresno,CA,93721,http://www.actaonline.org/,"$2,121,310","$807,641",0
15930,Alliance For Children,Children's and Family Services,Human Services,908 Southland Avenue ,Fort Worth,TX,76104,http://www.allianceforchildren.org/,"$5,125,850","$5,069,150",0
11514,Alliance for Children Everywhere,Development and Relief Services,International,P.O. Box 55145 ,Seattle,WA,98155,http://www.childreneverywhere.org,"$1,360,049","$1,734,077",2
6569,Alliance for Children's Rights,Children's and Family Services,Human Services,3333 Wilshire Boulevard Suite 550,Los Angeles,CA,90010,http://www.kids-alliance.org/,"$5,714,774","$11,267,391",0
16415,Alliance for Climate Education,Environmental Protection and Conservation,Environment,4676 Broadway Suite A,Boulder,CO,80304,https://acespace.org/,"$2,110,737","$254,891",1
3231,Alliance for Education,Scholarship and Financial Support,Education,509 Olive Way Suite 500,Seattle,WA,98101,http://www.alliance4ed.org,"$3,630,575","$11,347,526",2
7083,Alliance for Justice,Advocacy and Education,Human and Civil Rights,"11 Dupont Circle, NW 5th floor",Washington,DC,20036,http://www.afj.org/,"$5,699,201","$8,318,865",2
9362,Alliance of Resident Theatres/New York,Performing Arts,"Arts, Culture, Humanities",520 Eighth Avenue Suite 319,New York,NY,10018,http://www.art-newyork.org/,"$5,036,605","$26,750,533",0
8914,Alliance to Protect Nantucket Sound,Housing and Neighborhood Development,Community Development,4 Barnstable Road ,Hyannis,MA,2601,http://saveoursound.org/,"$1,298,962","$323,947",1
3233,Alliance to Save Energy,Environmental Protection and Conservation,Environment,"1850 M Street, NW Suite 610",Washington,DC,20036,http://www.ase.org,"$4,202,592","$-50,060",1
14039,Allied Arts,Performing Arts,"Arts, Culture, Humanities",1015 N Broadway Suite 200,Oklahoma City,OK,73102,http://www.alliedartsokc.com/,"$3,790,575","$4,510,854",0
15172,Aloha Council Boy Scouts of America,"Youth Development, Shelter, and Crisis Services",Human Services,42 Puiwa Road ,Honolulu,HI,96817,http://www.alohacouncilbsa.org/,"$3,264,239","$9,830,237",0
5895,Aloha United Way,United Ways,Community Development,200 North Vineyard Boulevard Suite 700,Honolulu,HI,96817,http://www.auw.org,"$17,039,370","$16,057,061",0
9287,Alpha-1 Foundation,"Diseases, Disorders, and Disciplines",Health,3300 Ponce de Leon Boulevard ,Coral Gables,FL,33134,http://www.alpha1.org,"$9,202,987","$25,603,799",0
9517,ALS Association Minnesota/North Dakota/South Dakota Chapter,"Diseases, Disorders, and Disciplines",Health,"1919 University Ave W, Suite  Suite 175",St. Paul,MN,55104,http://www.alsmn.org/,"$4,736,480","$4,773,078",0
11766,ALS Therapy Development Institute,"Diseases, Disorders, and Disciplines",Health,300 Technology Square Suite 400,Cambridge,MA,2139,https://www.als.net/,"$12,329,559","$13,419,284",0
15274,Alternatives,"Youth Development, Shelter, and Crisis Services",Human Services,4730 North Sheridan Road ,Chicago,IL,60640,http://alternativesyouth.org/,"$3,393,088","$914,677",0
16571,Alternatives in Action,Youth Education Programs and Services,Education,2640 2640 International Blvd.,Oakland,CA,94601,https://www.alternativesinaction.org/,"$4,532,947","$443,271",0
13584,Alternatives Incorporated of Madison County,Social Services,Human Services,P.O. Box 1302 ,Anderson,IN,46015,http://www.alternativesdv.org/,"$1,365,680","$3,074,303",1
13441,Alternatives Pregnancy Center,Treatment and Prevention Services,Health,1440 Blake Street Suite 200,Denver,CO,80202,http://youhavealternatives.org/,"$1,802,853","$502,845",0
13476,Alumni Association of Kansas State University,Scholarship and Financial Support,Education,100 Alumni Center 1720 Anderson Avenue,Manhattan,KS,66506,http://www.k-state.com/,"$4,283,146","$18,059,658",2
8185,Alvin Ailey Dance Foundation,Performing Arts,"Arts, Culture, Humanities",The Joan Weill Center for Dance 405 West 55th Street,New York,NY,10019,http://www.alvinailey.org/,"$43,800,306","$187,721,094",0
12848,Alzheimer's Association,"Diseases, Disorders, and Disciplines",Health,225 North Michigan Avenue Floor 17,Chicago,IL,60601,http://www.alz.org,"$386,573,873","$262,824,332",3
18040,Alzheimer's Disease Association of Kern County Inc.,Social Services,Human Services,4203 Buena Vista Road ,Bakersfield,CA,93311,http://www.adakc.org,"$899,578","$3,747,768",1
13367,Alzheimer's Family Center,Social Services,Human Services,9451 Indianapolis Avenue ,Huntington Beach,CA,92646,http://www.AFSCenter.org/,"$5,630,880","$4,915,870",1
10791,Alzheimer's Foundation of America,"Diseases, Disorders, and Disciplines",Health,322 Eighth Avenue 7th Floor,New York,NY,10001,https://alzfdn.org/,"$6,301,322","$19,919,809",0
13523,Alzheimer's Research & Prevention Foundation,Medical Research,Health,P.O. Box 30783 ,Tucson,AZ,85751,http://www.alzheimersprevention.org/,"$808,859","$3,050,262",0
9120,Alzheimer's Services of the East Bay,"Diseases, Disorders, and Disciplines",Health,2320 Channing Way ,Berkeley,CA,94704,http://aseb.org/,"$2,698,911","$710,447",0
18485,Amador Community Foundation,Community Foundations,Community Development,571 South State Highway 49 P.O. Box 1154,Jackson,CA,95642,https://amadorcommunityfoundation.org/,"$1,361,374","$4,764,334",1
15400,Amarillo Children's Home,"Youth Development, Shelter, and Crisis Services",Human Services,3400 South Bowie Street ,Amarillo,TX,79106,https://amarillochildrenshome.org/,"$2,866,007","$17,208,271",0
16690,Amazement Square,Museums,"Arts, Culture, Humanities",27 9th Street ,Lynchburg,VA,24504,http://www.amazementsquare.org/,"$1,893,348","$7,750,980",0
17216,Amazima Ministries,Development and Relief Services,International,P.O. Box 682521 ,Franklin,TN,37068,https://amazima.org/,"$3,227,727","$22,538,891",2
7141,Amazon Conservation Association,Environmental Protection and Conservation,Environment,1012 14th Street NW Suite 625,Washington,DC,20005,http://www.amazonconservation.org,"$5,038,940","$4,271,973",1
9952,Amazon Conservation Team,Environmental Protection and Conservation,Environment,4211 North Fairfax Drive ,Arlington,VA,22203,http://www.amazonteam.org,"$6,539,811","$6,931,210",1
10643,Amazon Watch,Environmental Protection and Conservation,Environment,520 3rd Street Suite 108,Oakland,CA,94607,http://www.amazonwatch.org,"$1,586,044","$270,903",1
5521,Ambassadors for Christ International - USA,Religious Activities,Religion,77 East Crossville Rd Ste 210,Roswell,GA,30075,http://afci.us/,"$1,087,116","$621,482",2
14117,Ambassadors for Christ International Ltd.,Religious Activities,Religion,4572 Lawrenceville Highway NW Suite 101,Lilburn,GA,30047,http://afciworld.org/,"$1,951,098","$1,244,083",2
8184,America-Israel Cultural Foundation,Performing Arts,"Arts, Culture, Humanities",322 8th Avenue Suite 1702,New York,NY,10001,http://www.aicf.org/,"$2,553,288","$6,226,683",0
5137,America-Israel Friendship League,"International Peace, Security, and Affairs",International,1430 Broadway Suite 1804,New York,NY,10018,http://www.aifl.org,"$1,367,998","$561,901",1
3237,American Academy in Berlin,"International Peace, Security, and Affairs",International,14 East 60th Street Suite 604,New York,NY,10022,http://www.americanacademy.de/,"$7,784,432","$55,990,002",1
7074,American Studies Center,Social and Public Policy Research,Research and Public Policy,1100 North Glebe Road Suite 900,Arlington,VA,22201,http://www.amstudiescenter.org/,"$7,539,659","$2,112,454",0
3238,American Academy in Rome,"International Peace, Security, and Affairs",International,Seven East 60th Street ,New York,NY,10022,http://www.aarome.org,"$12,843,146","$129,659,294",1
9323,American Academy of Arts and Sciences,Social and Public Policy Research,Research and Public Policy,136 Irving Street ,Cambridge,MA,2138,http://www.amacad.org/,"$11,506,972","$95,124,508",0
10069,American Academy of Family Physicians Foundation,Treatment and Prevention Services,Health,11400 Tomahawk Creek Parkway Suite 440,Leawood,KS,66211,http://www.aafpfoundation.org/,"$3,207,111","$16,873,174",0
6217,American Action Fund for Blind Children and Adults,Social Services,Human Services,1800 Johnson Street ,Baltimore,MD,21230,http://www.actionfund.org,"$3,669,775","$28,626,495",1
12372,American Alpine Club,Environmental Protection and Conservation,Environment,710 10th Street Suite 100,Golden,CO,80401,http://www.americanalpineclub.org/ ,"$4,123,131","$7,751,648",1
6598,American Anti-Vivisection Society,"Animal Rights, Welfare, and Services",Animals,801 Old York Road Suite 204,Jenkintown,PA,19046,http://www.aavs.org,"$2,053,370","$23,274,938",1
3239,American Association for the Advancement of Science,Non-Medical Science & Technology Research,Research and Public Policy,"1200 New York Avenue, NW ",Washington,DC,20005,http://www.aaas.org,"$109,924,084","$106,666,236",0
9343,American Association of Kidney Patients,"Diseases, Disorders, and Disciplines",Health,14440 Bruce B Downs Blvd. ,Tampa,FL,33613,http://www.aakp.org/,"$932,262","$-10,211",0
11237,American Association of People with Disabilities,Advocacy and Education,Human and Civil Rights,"2013 H Street, NW 5th Floor",Washington,DC,20006,http://www.aapd.com/,"$1,603,236","$1,392,200",2
7641,American Autoimmune Related Diseases Association,"Diseases, Disorders, and Disciplines",Health,22100 Gratiot Avenue ,Eastpointe,MI,48021,http://www.aarda.org/,"$1,385,105","$1,217,878",0
18483,American Bach Soloists,Performing Arts,"Arts, Culture, Humanities",P.O. Box 421986 ,San Francisco,CA,94142,https://americanbach.org/,"$1,412,175","$266,484",0
3335,American Ballet Theatre,Performing Arts,"Arts, Culture, Humanities",890 Broadway 3rd Floor,New York,NY,10003,http://www.abt.org,"$48,511,383","$44,429,188",0
6260,American Battlefield Trust,"Libraries, Historical Societies and Landmark Preservation","Arts, Culture, Humanities","1156 15th Street, NW Suite 900",Washington,DC,20005,http://www.battlefields.org/,"$22,185,692","$139,286,142",0
3242,American Bible Society,Religious Media and Broadcasting,Religion,101 N Independence Mall E Fl 8 ,Philadelphia,PA,19106,http://www.americanbible.org/,"$96,789,922","$686,827,660",3
5439,American Bird Conservancy,Wildlife Conservation,Animals,P.O. Box 249 4249 Loudoun Avenue,The Plains,VA,20198,http://www.abcbirds.org,"$13,783,738","$10,339,658",0
6182,American Brain Foundation,"Diseases, Disorders, and Disciplines",Health,201 Chicago Avenue  ,Minneapolis,MN,55415,https://www.americanbrainfoundation.org/,"$3,701,547","$10,272,909",0
7605,American Brain Tumor Association,"Diseases, Disorders, and Disciplines",Health,8550 West Bryn Mawr Avenue Suite 550,Chicago,IL,60631,http://www.abta.org,"$5,487,507","$4,059,745",0
8004,American Breast Cancer Foundation,"Diseases, Disorders, and Disciplines",Health,10400 Little Patuxent Parkway Suite 480,Columbia,MD,21044,http://www.abcf.org/,"$995,625","$1,734,526",0
6495,American Cancer Society,"Diseases, Disorders, and Disciplines",Health,"250 Williams Street, NW ",Atlanta,GA,30303,http://www.cancer.org,"$820,714,285","$1,155,572,871",3
12586,American Center for Law and Justice - District of Columbia,Advocacy and Education,Human and Civil Rights,P.O. Box 90555 ,Washington,DC,20090,http://www.aclj.org,"$844,238","$98,401",2
9257,American Cinematheque,Performing Arts,"Arts, Culture, Humanities",6712 Hollywood Boulevard ,Hollywood,CA,90028,http://www.americancinematheque.com/,"$3,841,333","$2,454,633",0
3247,American Civil Liberties Union Foundation,Advocacy and Education,Human and Civil Rights,125 Broad Street 18th Floor,New York,NY,10004,http://www.aclu.org,"$140,703,350","$371,494,411",2
7423,American Civil Liberties Union Foundation of Northern California,Advocacy and Education,Human and Civil Rights,39 Drumm Street ,San Francisco,CA,94111,http://www.aclunc.org/,"$11,408,094","$39,578,665",2
13580,American Civil Liberties Union of Montana Foundation,Advocacy and Education,Human and Civil Rights,P.O. Box 1968 ,Missoula,MT,59806,http://www.aclumontana.org/,"$1,260,242","$2,373,069",2
11704,American Civil Liberties Union of New Jersey Foundation,Advocacy and Education,Human and Civil Rights,PO Box 32159 ,Newark,NJ,7101,https://www.aclu-nj.org/aboutus/abouttheaclunj/aclunjvsaclunjfoundation/,"$2,271,101","$6,336,128",2
10196,American Civil Rights Union,Advocacy and Education,Human and Civil Rights,405 5th Avenue South Suite 7C,Naples,FL,34102,http://www.theacru.org/,"$1,279,467","$148,000",2
5021,American Committee for Shaare Zedek Medical Center In Jerusalem,Treatment and Prevention Services,Health,55 West 39th Street 4th Floor,New York,NY,10018,http://www.acsz.org,"$24,691,810","$20,386,308",0
4812,American Committee for the Weizmann Institute of Science,Medical Research,Health,633 Third Avenue 20th Floor,New York,NY,10017,http://www.weizmann-usa.org,"$90,047,000","$743,336,000",3
9255,American Composers Forum,Performing Arts,"Arts, Culture, Humanities",75 West 5th Street Suite 522,Saint Paul,MN,55102,http://composersforum.org/,"$1,603,970","$8,503,522",0
8625,American Composers Orchestra,Performing Arts,"Arts, Culture, Humanities",494 Eighth Avenue Suite 503,New York,NY,10001,http://americancomposers.org/,"$1,717,948","$2,538,993",0
7923,American Conservatory Theater,Performing Arts,"Arts, Culture, Humanities",30 Grant Avenue 7th Floor,San Francisco,CA,94108,http://www.act-sf.org/,"$26,546,426","$57,161,361",0
16491,American Constitution Society for Law and Policy,Social and Public Policy Research,Research and Public Policy,"1899 L Street, NW Suite 200",Washington,DC,20036,http://www.acslaw.org/,"$6,397,412","$4,473,963",0
12062,American Council for an Energy-Efficient Economy ,Non-Medical Science & Technology Research,Research and Public Policy,529 Fourteenth Street N.W. Suite 600, Washington,DC,20045,http://www.aceee.org,"$9,427,715","$10,015,515",0
4945,American Council on Germany,"International Peace, Security, and Affairs",International,14 East 60th Street Suite 1000,New York,NY,10022,http://www.acgusa.org,"$1,962,489","$11,399,530",1
8177,American Council on Science and Health,Social and Public Policy Research,Research and Public Policy,110 East 42nd Street Suite 1300,New York,NY,10017,http://www.acsh.org/,"$1,571,356","$413,223",0
13777,American Dance Festival,Performing Arts,"Arts, Culture, Humanities",Box 90772 ,Durham,NC,27708,http://www.americandancefestival.org,"$3,322,422","$12,143,491",0
3251,American Diabetes Association,"Diseases, Disorders, and Disciplines",Health,2451 Crystal Drive  Suite 900,Arlington,VA,22202,http://www.diabetes.org,"$146,221,751","$86,098,586",0
9258,American Documentary,Public Broadcasting and Media,"Arts, Culture, Humanities",20 Jay Street Suite 940,New York,NY,11201,http://amdoc.org,"$4,946,059","$4,704,120",0
3253,American Family Association,Advocacy and Education,Human and Civil Rights,107 Parkgate Drive P.O. Drawer 2440,Tupelo,MS,38803,http://www.afa.net,"$18,257,642","$29,784,736",2
4973,American Federation for Aging Research,Medical Research,Health,55 West 39th Street 16th Floor,New York,NY,10018,http://www.afar.org,"$6,138,794","$19,247,544",0
11012,American Federation for Children Growth Fund,Education Policy and Reform,Education,"1020 19th Street, NW Suite 675",Washington,DC,20036,http://afcgrowthfund.org/,"$8,683,389","$9,330,890",2
